매장번호,매장명,매장주소,24시간서비스,연락처
209,대전오류,"
대전광역시 중구 계백로 1715 102호
",NO,042-528-4312
208,대전월평선사,"
대전광역시 서구 월평북로 95 
",NO,042-486-1363
207,대전탄방점,"
대전광역시 서구 문정로 88 
",NO,042-488-6013
206,대전노은점,"
대전광역시 유성구 노은로 150  
",NO,042-822-4042
205,공주신관,"
충청남도 공주시 흑수골길 35 
",NO,041-881-1124
204,아산터미널,"
충청남도 아산시 번영로224번길 4 
",NO,041-548-8484
203,대전용문,"
대전광역시 서구 계룡로 626 
",NO,042-525-2991
202,대전시청,"
대전광역시 서구 둔산로 123번길 21 1층
",NO,042-489-1117
201,세종어진,"
세종특별자치시 한누리대로 492, 101호 
",NO,044-867-3797
200,아산온양,"
충청남도 아산시 온궁로 24-2 
",NO,041-544-2700
199,천안쌍용,"
충청남도 천안시 서북구 월봉로 79 
",NO,041-572-4466
198,대전관저,"
대전광역시 서구 관저로 142 
",NO,042-543-0303 
197,대전관평,"
대전광역시 유성구 관들1길 49 
",NO,042-935-5600
196,천안성정,"
충청남도 천안시 서북구 서부2길 78 
",NO,041-587-2345
195,대전둔산,"
대전광역시 서구 둔산로 18 
",NO,042-488-5200
194,대전궁동,"
대전광역시 유성구 궁동로18번길 10 
",NO,042-822-5154
193,천안신부,"
충청남도 천안시 동남구 만남로 22 
",NO,041-569-0003
192,부천위브더스테이트,"
경기도 부천시 신흥로 170 
",NO,032-611-0420
191,광명사거리역,"
경기도 광명시 광명로 892-1 
",NO,02-2682-2111
190,부천역곡역,"
경기도 부천시 부일로 725 
",NO,032-876-4908
189,광명소하,"
경기도 광명시 금하로 464  
",NO,02-899-6747
188,광명철산역,"
경기도 광명시 철산로 15 
",NO,02-2611-8006
187,고양행신,"
경기도 고양시 덕양구 충장로 11 
",NO,031-994-8929
186,김포장기동,"
경기도 김포시 김포한강4로 118 
",NO,031-987-3824
185,시흥정왕,"
경기도 시흥시 중심상가로 195 
",NO,031-433-0036
184,인천완정역,"
인천광역시 서구 서곶로 837 
",NO,032-564-0837
183,일산고양삼송,"
경기도 고양시 덕양구 권율대로 901 
",NO,02-381-9257
182,인천인하대,"
인천광역시 미추홀구 인하로 100 
",NO,070-8835-3277
181,고양대화역,"
경기도 고양시 일산서구 중앙로 1581 105,106호 
",NO,031-915-1995
180,인천모래내시장역,"
인천광역시 남동구 호구포로 818 퍼스트하임프라자 1층
",NO,032-466-5882
179,고양후곡,"
경기도 고양시 일산서구 일산로 539 
",NO,050-7143-37738
178,시흥배곧신도시,"
경기도 시흥시 배곧3로 96 정왕동 2514-1, 111호
",NO,031-433-1301
177,고양백마학원가,"
경기도 고양시 일산동구 일산로 233 
",NO,050-7142-05250
176,일산고양터미널,"
경기도 고양시 일산동구 중앙로 1036 1층
",NO,031-936-7497
175,인천주안역,"
인천광역시 미추홀구 주안로 89 
",NO,032-876-4909
174,인천운서메가스타,"
인천광역시 중구 신도시남로142번길 6 
",NO,032-746-4538
173,고양탄현,"
경기 고양시 일산서구 일현로 97-11 상가동 1층(실내) 111호 
",NO,031-913-7977
172,부천시청,"
경기도 부천시 석천로169번길 22 
",NO,032-321-3277
171,인천계산역,"
인천광역시 계양구 경명대로 1055 
",NO,032-547-5550
170,인천구월동로데오,"
인천광역시 남동구 예술로 140번길 33  화성빌딩 102호
",NO,032-432-7999
169,일산주엽역,"
경기도 고양시 일산서구 중앙로 1415 
",NO,031-915-7649
168,인천부평중앙,"
인천광역시 부평구 부평문화로 63 
",NO,032-521-6789
167,인천계양구청,"
인천광역시 계양구 계산새로 85 
",NO,032-551-0886
166,인천삼산,"
인천광역시 부평구 체육관로 24 
",NO,032-507-7883
165,인천연수,"
인천광역시 연수구 먼우금로 194 메카오피스텔
",NO,032-815-7707
164,일산마두역,"
경기도 고양시 일산동구 중앙로 1191 굿모닝 법조타운 제 1층 101호
",NO,031-906-3226
163,인천송도트리플스트리트,"
인천 연수구 송도과학로16번길 33-3 송도 트리플스트리트
",NO,032-310-9545
161,인천논현,"
인천광역시 남동구 청능대로 583 중앙프라자
",NO,032-435-5955
160,인천송도센트럴파크,"
인천광역시 연수구 센트럴로 194 더샵센트럴파크2 A동 108호
",NO,032-834-3227
159,일산화정,"
경기도 고양시 덕양구 화정로 69 한화꿈에그린아파트
",NO,031-966-9668
158,부천역,"
경기도 부천시 부일로 448 프리존빌딩
",NO,032-611-1301
157,인천송도,"
인천광역시 연수구 신송로 122 
",NO,032-831-2530
156,인천부평시장역,"
인천 부평구 부흥로 264 동아웰빙타운 
",NO,032-522-6789
155,부천상동,"
경기도 부천시 상동로 87 가나베스트타운 103호
",NO,032-323-1706
154,부천송내역,"
경기도 부천시 부일로 203  상동스카이뷰자이
",NO,032-323-0265
153,일산레이킨스몰,"
경기도 고양시 일산서구 호수로 817 
",NO,031-924-5684
152,일산동구청,"
경기도 고양시 일산동구 정발산로 38 
",NO,031-906-6754
151,부천중동,"
경기도 부천시 길주로 288 
",NO,032-321-9757
150,평택로데오,"
경기도 평택시 중앙2로 16 
",NO,031-655-1386
149,수원경희대,"
경기도 수원시 영통구 덕영대로 1707 
",NO,031-204-3434
148,성남터미널,"
경기도 성남시 분당구 성남대로925번길 16 
",NO,031-705-7022
147,용인동천,"
경기도 용인시 수지구 신수로 767  분당수지유타워 제B동 111호
",NO,031-525-3336
146,안양인덕원역,"
경기도 안양시 동안구 관악대로 486 
",NO,031-423-1230
145,용인처인,"
경기도 용인시 처인구 명지로 17 
",NO,031-332-3070
144,광교중앙,"
경기도 수원시 영통구 센트럴타운로 107 
",NO,031-211-8886
143,용인죽전,"
경기도 용인시 기흥구 죽전로 20 죽전누리에뜰아파트 상가 B동 121호
",NO,031-889-8089
142,화성향남,"
경기도 화성시 향남읍 향남로 392 우성메디피아 1층 103호, 104호
",NO,031-353-3070
141,화성병점,"
경기도 화성시 효행로 1063 
",NO,031-237-8828
140,성남시청,"
경기도 성남시 중원구 성남대로997번길 51-20  
",NO,031-745-3030
139,안산한양대,"
경기도 안산시 상록구 한양대학로 60 
",NO,031-409-9007
138,광교상현역,"
경기도 용인시 수지구 광교중앙로 305 
",NO,031-212-1877
137,수원영통,"
경기도 수원시 영통구 봉영로 1623 
",NO,031-204-2224
136,판교브릿지타워,"
경기도 성남시 분당구 판교로227번길 6 
",NO,031-608-1409
135,안양평촌스마트스퀘어,"
경기도 안양시 동안구 시민대로327번길 6 112호
",NO,031-425-8511
134,동탄호수공원,"
경기도 화성시 동탄대로 181 A동
",NO,031-8058-6358
133,안산중앙,"
경기도 안산시 단원구 예술대학로 17 
",NO,031-414-4210
132,산본로데오,"
경기도 군포시 광정로 60 
",NO,031-391-0776
131,안성중앙,"
경기도 안성시 중앙로 401  
",NO,031-675-2716
130,안산한대역,"
경기도 안산시 상록구 광덕1로 385 
",NO,031-418-1900
129,안양1번가,"
경기도 안양시 만안구 만안로223번길 7  
",NO,031-464-5210
128,동탄하이페리온,"
경기도 화성시 동탄반석로 156 동탄하이페리온
",NO,031-8003-8878
127,안산고잔,"
경기도 안산시 단원구 광덕대로 151 
",NO,031-414-4200
126,동탄나루,"
경기도 화성시 동탄솔빛로 48 
",NO,031-8003-1138
125,수원성균관대,"
경기도 수원시 장안구 서부로 2066 성균관대학교 학생회관 2층
",NO,031-290-5448
124,수원인계,"
경기도 수원시 팔달구 권광로 204  
",NO,031-267-0533
123,용인수지,"
경기도 용인시 수지구 풍덕천로 122 하나로프라자 211호
",NO,031-898-0831
122,분당오리역,"
경기도 성남시 분당구 성남대로 43번길 10 하나EZ타워
",NO,031-711-5352
121,안양범계,"
경기도 안양시 동안구 시민대로 167 안양벤처텔
",NO,031-440-8490
120,안양평촌학원가,"
경기도 안양시 동안구 평촌대로 119 원평비젼프라자
",NO,031-385-5027
119,분당정자,"
경기도 성남시 분당구 성남대로 331번길 13  
",NO,070-8882-8212
118,분당미금역,"
경기도 성남시 분당구 돌마로 52 
",NO,031-717-5695
117,수원망포역,"
경기도 수원시 영통구 영통로 195 
",NO,031-203-0703
116,판교테크노밸리,"
경기도 성남시 분당구 대왕판교로 670 
",NO,031-739-8300
115,분당서현,"
경기도 성남시 분당구 서현로 184 엘지분당에클라트
",NO,031-709-2220
114,신논현,"
서울특별시 서초구 강남대로 499  
",YES,02-544-1014
113,압구정역,"
서울특별시 강남구 압구정로 28길 13 
",NO,02-548-1014
112,서초법원,"
서울특별시 서초구 법원로1길 1 
",NO,02-595-1718
111,선릉,"
서울특별시 강남구 테헤란로 337 
",NO,02-557-5004
110,가산디지털단지,"
서울특별시 금천구 가산디지털1로 165 가산비지니스센터 102호
",NO,02-1544-1852
109,언주역,"
서울특별시 강남구 봉은사로 206  대명빌딩
",NO,02-557-8805
108,여의도KBS 본관,"
서울특별시 영등포구 국회대로62길 25 교육시설재난공제회관
",NO,02-782-1518
107,독산,"
서울특별시 금천구 시흥대로 399 1층 112호
",NO,02-803-2346
106,발산역,"
서울특별시 강서구 마곡중앙6로 93 
",NO,02-3663-6837
105,문정역,"
서울특별시 송파구 법원로 114 현대엠스테이트 C동 119호
",NO,02-3012-1259
104,문래,"
서울특별시 영등포구 선유로 70 
",NO,02-2637-3002
103,삼성,"
서울특별시 강남구 삼성로 520 
",NO,02-2051-2008
102,노량진,"
서울특별시 동작구 노량진로 166 
",NO,02-812-1014
101,여의도국회의사당,"
서울특별시 영등포구 국회대로 70길 19  
",NO,02-761-1003
100,역삼,"
서울특별시 강남구 테헤란로 25길 20  
",NO,02-501-1554
99,강동성심병원,"
서울특별시 강동구 성안로 147 
",NO,02-476-1131
98,천호,"
서울특별시 강동구 올림픽로 664 
",NO,02-485-1077
97,양천구청,"
서울특별시 양천구 목동서로 349 센트럴프라자
",NO,02-2652-2521
96,강남우성,"
서울특별시 강남구 강남대로66길 6 
",NO,02-553-5232
95,논현역,"
서울특별시 서초구 강남대로 535 프린스빌딩
",YES,02-512-1014
94,영등포,"
서울특별시 영등포구 영중로 25 
",NO,02-2635-5255
93,잠실새내역,"
서울특별시 송파구 올림픽로 130 
",NO,02-425-5582
92,보라매,"
서울특별시 동작구 보라매로3길 29 해태보라매타워
",NO,02-832-2522
91,문정법조,"
서울특별시 송파구 충민로 5 송파한화오벨리스크
",NO,02-403-7344
90,신림역,"
서울특별시 관악구 신림로 344 SK허브그린
",NO,02-888-4455
89,오목교,"
서울특별시 양천구 오목로 315 
",NO,02-2644-5368
88,목동역,"
서울특별시 양천구 오목로 238 론드사옥 1층
",NO,02-2603-5368
87,교대,"
서울특별시 서초구 서초중앙로22길 47 문화빌딩
",NO,02-581-0696
86,신사,"
서울특별시 강남구 도산대로 124 대영빌딩
",NO,02-546-2007
85,대청,"
서울특별시 강남구 일원로3길 4 
",NO,02-459-7975
84,숭실대,"
서울시 동작구 사당로 10  
",YES,02-812-3552
83,화곡역,"
서울특별시 강서구 강서로 159-1  
",NO,02-2603-5353
82,방배,"
서울특별시 서초구 효령로 111 1층
",NO,02-896-6000
81,중앙대,"
서울특별시 동작구 흑석로 79 
",NO,02-815-6429
80,서울대,"
서울특별시 관악구 관악로 156 
",NO,02-887-6887
79,구로디지털,"
서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리 2차 109호 코오롱싸이언스밸리 2차 109호
",NO,02-2088-7279
78,강남역,"
서울특별시 강남구 강남대로96길 12 
",NO,02-557-4727
77,구산역,"
서울특별시 은평구 서오릉로 150   
",NO,02-355-4650
76,동대문역사문화공원,"
서울특별시 중구 장충단로 227-2 1~2F
",NO,02-2269-2100
75,국민대학교,"
서울특별시 성북구 정릉로 77 
",NO,02-910-6895
74,명동성당,"
서울특별시 중구 명동길 74 명동성당 B118호
",NO,02-318-6202
73,건대입구,"
서울특별시 광진구 아차산로 241 연한빌딩 102호
",NO,02-499-9292
72,성수역,"
서울특별시 성동구 아차산로 113 
",NO,02-497-2800
71,상왕십리,"
서울 성동구 상왕십리동 806-2 센트라스
",NO,02-2296-9898
70,서울숲,"
서울특별시 성동구 왕십리로 108-1 
",NO,02-499-2900
69,아차산역,"
서울특별시 광진구 천호대로 666 
",NO,02-455-5440
68,북촌,"
서울특별시 종로구 율곡로 67 
",NO,02-747-4400
67,미아역,"
서울특별시 강북구 도봉로 209 
",NO,02-946-1596
66,용산전자랜드,"
서울특별시 용산구 청파로 74 전자랜드 본관 A동 104호
",NO,02-706-6227
65,응암,"
서울특별시 은평구 은평로 108 101호
",NO,02-357-1479
64,강변역,"
서울특별시 광진구 강변역로4길 10 
",NO,02-446-0423
63,광운대역,"
서울특별시 노원구 광운로 57 
",NO,02-942-7779
62,구의,"
서울시 광진구 자양동 779-11 구의현대하이엘 1층
",NO,02-446-6444
61,마포구청,"
서울특별시 마포구 월드컵로 34길 7 
",NO,02-307-6196
60,신당역,"
서울특별시 중구 퇴계로 388 
",NO,02-2231-7088
59,수유역,"
서울특별시 강북구 오패산로 417 
",NO, 029981641
58,뚝섬유원지역,"
서울특별시 광진구 뚝섬로34길 67  광진트라팰리스 101호, 102호
",NO,02-467-4556
57,길음뉴타운,"
서울특별시 성북구 길음로 7길 6 
",NO,02-918-7432
56,동탄목동,"
경기 화성시 동탄신리천로 411 117호, 118호
",NO,02-461-7900
55,공덕역롯데캐슬,"
서울특별시 마포구 마포대로 109 롯데캐슬프레지던트
",NO,02-713-7775
54,망우,"
서울 중랑구 망우동 479 
",NO,02-432-9888
53,홍대아트,"
서울특별시 마포구 와우산로 117 102호
",NO,02-336-0522
52,성균관대,"
서울특별시 종로구 성균관로 41 
",NO,02-3673-0100
51,중랑역,"
서울특별시 중랑구 망우로 203 
",NO,02-437-7300
50,한남,"
서울특별시 용산구 대사관로 63 
",NO,02-790-2286
49,상수역,"
서울특별시 마포구 와우산로 44  1층
",NO,02-323-6934
48,을지로3가,"
서울특별시 중구 을지로 103-1  
",NO,02-2275-9890
47,회현,"
서울특별시 중구 소공로 35   남산롯데캐슬아이리스
",NO,02-3789-6467
46,연신내,"
서울특별시 은평구 연서로 215-1  
",NO,02-352-1500
45,홍제,"
서울특별시 서대문구 통일로 432-1 1층 
",NO,02-736-6535
44,미아사거리역,"
서울특별시 강북구 도봉로 41-1  
",NO,02-988-1641
43,신촌로데오,"
서울특별시 서대문구 연세로 23  
",NO,02-322-9431
42,순화동라마다,"
서울특별시 중구 칠패로 27 순화동 the# 주상복합
",NO,02-776-4518
41,을지로입구,"
서울특별시 중구 남대문로 112  
",NO,02-730-8777
40,종로5가,"
서울특별시 종로구 종로 213-1  
",NO,02-766-7537
39,성신여대,"
서울특별시 성북구 보문로 34길 78  
",NO,02-923-4010
38,합정역메세나폴리스,"
서울특별시 마포구 양화로 45 메세나폴리스
",NO,02-384-9890
37,한성대,"
서울특별시 성북구 동소문로 10  
",NO,02-744-4949
36,노원,"
서울특별시 노원구 상계동 723 노원빌딩 1층 (노해로 502)  
",NO,02-936-0501
35,광화문,"
서울특별시 종로구 새문안로 3길 19  
",NO,02-723-7222
34,이대,"
서울 서대문구 대현동 54-4  
",NO,02-364-8870
33,대학로,"
서울특별시 종로구 동숭길 101 현대엘리베이터
",NO,02-764-5656
32,경복궁,"
서울특별시 종로구 사직로 115  
",NO,02-725-5926
31,연희,"
서울특별시 서대문구 연희로 93 연희오피스텔
",NO,02-333-0388
30,남영역,"
서울특별시 용산구 한강대로 271  
",NO,02-706-5007
29,구파발역,"
서울특별시 은평구 진관2로 29-21  드림스퀘어
",NO,02-3157-3167
28,상암,"
서울특별시 마포구 월드컵북로 361 DMC 이안상암2단지 
",NO,02-533-9464
27,경희대,"
서울특별시 동대문구 회기동 16-70 
",NO,02-957-1589
26,공릉,"
서울특별시 노원구 공릉로 207 
",NO,02-977-0045
25,종암,"
서울 성북구 종암로 110   
",NO,02-909-0501
24,충정로,"
서울특별시 서대문구 충정로 23 풍산빌딩 지하 2층
",NO,02-393-8609
23,세종대,"
서울특별시 광진구 광나루로 390  
",NO,02-465-3285
22,망원역,"
서울특별시 마포구 월드컵로 87  마포로얄프라자
",NO,02-338-9933
21,시청,"
서울특별시 중구 세종대로 68 천일빌딩
",NO,02-777-9200
20,안국,"
서울특별시 종로구 우정국로 69 동일빌딩
",NO,02-735-9000
19,서울역동자,"
서울특별시 용산구 후암로 107 게이트웨이타워
",NO,02-777-8552
18,마포,"
서울특별시 마포구 마포대로 53  마포트라팰리스
",NO,02-715-0080
17,숙명여대,"
서울특별시 용산구 청파로47길 42 
",NO,02-702-2454
16,신촌,"
서울특별시 서대문구 신촌로 121 아남오피스텔 
",NO,02-3147-1248
15,외대,"
서울특별시 동대문구 이문로 116  
",NO,070-4137-7702
14,홍대,"
서울특별시 마포구 홍익로 10  
",NO,02-324-6688
13,종로,"
서울특별시 종로구 종로 77  통일빌딩
",NO,02-737-0034
12,한양대,"
서울특별시 성동구 마조로11 
",NO,02-2299-3555
11,성대,"
서울특별시 종로구 창경궁로 234 동화빌딩  
",NO,02-741-0677
10,군산 KE (미군부대 매장),"
- 
",NO,00
9,대구 FC (미군부대 매장),"
- 
",NO,00
8,왜관 FC (미군부대 매장),"
- 
",NO,00
7,평택 HMM (미군부대 매장),"
- 
",NO,00
6,평택 USFKHQ (미군부대 매장),"
- 
",NO,00
5,평택 TMM (미군부대 매장),"
- 
",NO,00
4,평택 FC (미군부대 매장),"
- 
",NO,00
3,오산 FC (미군부대 매장),"
- 
",NO,00
2,성남 K-16 FC (미군부대 매장),"
- 
",NO,00
1,용산 DHL (미군부대 매장),"
- 
",NO,00
